Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram_in_GB,Gpu,OpSys,Weight,Price_rupees,Memory_type,Memory_in_GB
HP,250 G6,Notebook,15.6,1366x768,Intel,4,Intel HD,No OS,1.86,23634,HDD,500
HP,Envy 17-U275cl,Notebook,17.3,1920x1080,Intel,16,Nvidia GeForce,Windows 10,2.9,96634,HDD,1000
Others,Others,Notebook,14.0,1920x1080,Intel,8,Intel HD,Others,1.7,134502,SSD,256
Toshiba,Tecra A50-C-218,Notebook,15.6,1920x1080,Intel,16,Nvidia GeForce,Windows 10,2.4,130031,SSD,256
Acer,ES1-523-84K7 (A8-7410/8GB/256GB/FHD/W10),Notebook,15.6,1920x1080,AMD,8,AMD Radeon,Windows 10,2.23,42796,SSD,256
Others,Others,Notebook,15.6,1366x768,Intel,4,AMD Radeon,Others,1.86,40030,HDD,500
Acer,Aspire F5-573G,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.4,72909,SSD +  1TB HDD,256
Apple,MacBook Pro,Ultrabook,13.3,2560x1600,Intel,8,Intel Iris,macOS,1.37,164578,SSD,256
HP,250 G5,Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,1.96,45625,HDD,1000
HP,Omen 17-W295,Gaming,17.3,1920x1080,Intel,16,Nvidia GeForce,Windows 10,3.35,125834,SSD +  1TB HDD,256
Asus,Q304UA-BHI5T11 (i5-7200U/6GB/1TB/FHD/W10),2 in 1 Convertible,13.3,1920x1080,Intel,6,Intel HD,Windows 10,1.5,58310,HDD,1000
Lenovo,Lenovo IdeaPad,Notebook,11.6,1366x768,Intel,2,Intel HD,Windows 10,1.15,27781,Flash Storage,32
Others,Others,Notebook,15.6,1920x1080,Intel,4,AMD Radeon,Others,2.2,43709,HDD,1000
Dell,Latitude 5580,Notebook,15.6,1920x1080,Intel,8,Intel HD,Windows 10,1.9,107584,SSD,256
HP,ProBook 450,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.04,82125,HDD,1000
HP,ProBook 470,Notebook,17.3,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.5,84224,SSD,256
Others,Others,2 in 1 Convertible,17.3,1920x1080,Intel,16,Nvidia GeForce,Others,2.77,164159,SSD,512
Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,2.2,40514,HDD,500
Asus,R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10),Notebook,15.6,1920x1080,Intel,8,Intel HD,Windows 10,2.3,53838,HDD,128
Lenovo,Thinkpad T460s,Ultrabook,14.0,2560x1440,Intel,12,Intel HD,Windows 10,1.4,169542,SSD,256
Acer,Aspire E5-576G,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.23,67708,HDD,1000
Others,Others,2 in 1 Convertible,15.6,1920x1080,Intel,12,Nvidia GeForce,Others,2.26,100284,SSD +  2TB HDD,512
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,1366x768,Intel,8,Intel HD,Windows 10,2.29,41884,HDD,1000
Dell,Inspiron 7567,Gaming,15.6,1920x1080,Intel,16,Nvidia GeForce,Windows 10,2.62,134959,SSD +  1TB HDD,256
MSI,GT80S 6QF-074US,Gaming,18.4,1920x1080,Intel,32,Nvidia GTX,Windows 10,4.4,255409,SSD +  1TB HDD,512
Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel,12,Intel HD,Windows 10,2.3,65068,HDD,1000
Dell,XPS 13,2 in 1 Convertible,13.3,1920x1080,Intel,8,Intel HD,Windows 10,1.24,173284,SSD,256
HP,15-BS028nv (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,1920x1080,Intel,4,AMD Radeon,Windows 10,2.1,42796,HDD,1000
Dell,Inspiron 3567,Notebook,15.6,1920x1080,Intel,4,AMD Radeon,Windows 10,2.2,45525,SSD,256
Chuwi,"Lapbook 15,6",Notebook,15.6,1920x1080,Intel,4,Intel HD,Windows 10,1.89,22712,Flash Storage,64
Others,Others,Ultrabook,14.0,2560x1440,Intel,8,Nvidia GeForce,Others,1.7,177299,SSD,512
Others,Others,Notebook,15.6,1366x768,AMD,4,AMD Radeon,Others,2.2,28196,HDD,500
Dell,Latitude E5470,Notebook,14.0,1366x768,Intel,8,Intel HD,Windows 10,1.79,67525,SSD,128
Toshiba,Portege X20W-D-10V,Ultrabook,12.5,1920x1080,Intel,8,Intel HD,Windows 10,1.1,163338,SSD,512
HP,Omen 15-ce006nv,Gaming,17.3,1920x1080,Intel,12,Nvidia GeForce,Windows 10,2.62,164159,HDD,1000
Asus,FX753VD-GC007T (i7-7700HQ/8GB/1TB,Gaming,17.3,1920x1080,Intel,8,Nvidia GeForce,Windows 10,3.0,106580,SSD +  1TB HDD,128
Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel,8,AMD Radeon,Windows 10,2.2,83859,SSD,256
Dell,Inspiron 7570,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.16,103143,SSD +  1TB HDD,256
Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel,8,AMD Radeon,Windows 10,2.2,72764,SSD,256
Lenovo,B51-80 (i5-6200U/8GB/1008GB/Radeon,Notebook,15.6,1920x1080,Intel,8,AMD Radeon,Windows 10,2.5,71950,Hybrid,1000
Asus,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,Gaming,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.2,106671,HDD,1000
HP,17-AK091ND (A9-9420/8GB/1TB/W10),Notebook,17.0,1600x900,AMD,8,AMD Radeon,Windows 10,2.6,47532,HDD,1000
Acer,Aspire 1,Notebook,14.0,1920x1080,Intel,4,Intel HD,Windows 10,1.6,30021,Flash Storage,32
Others,Others,Notebook,15.6,1920x1080,Intel,8,Intel HD,Others,1.99,157771,SSD,512
HP,15-bw009nv (A12-9720P/6GB/1TB/Radeon,Notebook,15.6,1920x1080,AMD,6,AMD Radeon,Windows 10,2.1,48271,HDD,1000
Dell,Insprion 5767,Notebook,17.3,1600x900,Intel,4,AMD Radeon,Windows 10,2.36,60134,HDD,1000
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel,16,Nvidia GeForce,Windows 10,2.5,98459,SSD,256
Dell,XPS 13,Ultrabook,13.3,3200x1800,Intel,8,Intel Iris,Windows 10,1.23,125834,SSD,256
Dell,XPS 13,Ultrabook,13.3,1920x1080,Intel,8,Intel UHD,Windows 10,1.2,144084,SSD,256
Dell,Latitude E7270,Ultrabook,12.5,1920x1080,Intel,8,Intel HD,Windows 7,1.26,156345,SSD,256
Others,Others,2 in 1 Convertible,15.6,3840x2160,Intel,16,Nvidia GeForce,Others,2.3,164159,SSD +  2TB HDD,512
HP,ProBook 430,Notebook,13.3,1920x1080,Intel,4,Intel UHD,Windows 10,1.49,66248,SSD,128
Others,Others,Netbook,11.6,1366x768,Intel,2,Intel HD,Others,0.98,17511,Flash Storage,32
HP,ProBook 440,Notebook,14.0,1920x1080,Intel,8,Nvidia GeForce,Windows 10,1.64,108170,SSD,256
Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel,8,AMD Radeon,Windows 10,2.36,58308,HDD,1000
Others,Others,Gaming,15.6,1920x1080,Intel,16,Nvidia GeForce,Others,2.94,165984,SSD +  1TB HDD,256
Others,Others,Notebook,14.0,1366x768,Intel,4,Intel HD,Others,1.76,53381,HDD,500
Asus,X541NA (N3350/4GB/1TB/Linux),Notebook,15.6,1366x768,Intel,4,Intel HD,Linux,2.0,25093,HDD,1000
Lenovo,Thinkpad T460,Ultrabook,14.0,1920x1080,Intel,8,Intel HD,Windows 10,1.7,135870,SSD,256
Others,Others,Notebook,15.6,1920x1080,Intel,4,Intel HD,Others,2.2,45534,SSD,128
Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel,8,AMD Radeon,Windows 10,2.2,79388,SSD,256
Xiaomi,Mi Notebook,Notebook,15.6,1920x1080,Intel,16,Nvidia GeForce,No OS,1.95,127745,SSD,256
HP,250 G6,Ultrabook,15.6,1920x1080,Intel,8,Intel HD,Windows 10,1.84,68620,SSD,256
Asus,VivoBook E12,Netbook,11.6,1366x768,Intel,2,Intel HD,Windows 10,1.1,22356,Flash Storage,32
Asus,X541NA-GO020T (N3350/4GB/1TB/W10),Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,2.0,30934,HDD,1000
Asus,VivoBook E403NA,Notebook,14.0,1366x768,Intel,4,Intel HD,Windows 10,1.5,26098,Flash Storage,32
Apple,MacBook Pro,Ultrabook,15.4,2880x1800,Intel,16,AMD Radeon,macOS,1.83,222647,SSD,256
Dell,Precision 3520,Workstation,15.6,1920x1080,Intel,8,Nvidia Quadro,Windows 10,2.23,181861,Flash Storage +  1TB HDD,64
Asus,Rog GL552VW-DM201T,Gaming,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.591,82946,SSD +  1TB HDD,256
Others,Others,Ultrabook,15.6,1920x1080,Intel,8,Intel HD,Others,1.88,198169,SSD,256
Dell,XPS 13,Ultrabook,13.3,1920x1080,Intel,8,Intel UHD,Windows 10,1.2,132221,SSD,256
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1366x768,Intel,8,Nvidia GeForce,No OS,2.2,50096,HDD,2000
Toshiba,Tecra X40-D-10H,Ultrabook,14.0,1920x1080,Intel,16,Intel HD,Windows 10,1.24,170181,SSD,512
HP,ProBook 650,Notebook,14.0,1366x768,Intel,8,Intel HD,Windows 10,2.31,102565,SSD,256
Dell,Inspiron 5378,2 in 1 Convertible,13.3,1920x1080,Intel,8,Intel HD,Windows 10,1.68,81121,SSD,256
Dell,Inspiron 5567,Notebook,15.6,1920x1080,Intel,8,AMD Radeon,Windows 10,2.36,58290,HDD,1000
Dell,XPS 13,Ultrabook,13.3,3840x2160,Intel,8,Intel UHD,Windows 10,1.21,145909,SSD,128
Others,Others,Notebook,13.3,1920x1080,Intel,4,Intel UHD,Others,1.49,68802,HDD,500
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,2560x1440,Intel,8,Intel HD,Windows 10,1.42,236338,SSD,256
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,2560x1440,Intel,16,Intel HD,Windows 10,2.8,222650,SSD,512
HP,EliteBook Folio,Netbook,12.5,1920x1080,Intel,8,Intel HD,Windows 10,0.97,174105,SSD,512
Acer,Extensa EX2540,Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,2.4,41062,HDD,500
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,2.18,64610,HDD,1000
Asus,VivoBook L402NA,Notebook,14.1,1366x768,Intel,4,Intel HD,Windows 10,1.65,31755,Flash Storage,32
Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel,4,Intel HD,Linux,2.2,25085,HDD,500
HP,ProBook 450,Notebook,15.6,1920x1080,Intel,4,Intel HD,Windows 10,2.04,62506,HDD,500
HP,Stream 14-AX001nv,Notebook,14.0,1366x768,Intel,2,Intel HD,Windows 10,1.44,25459,Flash Storage,32
Others,Others,Notebook,15.6,1366x768,Intel,4,Intel HD,Others,2.1,37595,SSD,128
Others,Others,2 in 1 Convertible,14.0,1920x1080,Intel,8,Nvidia Quadro,Others,1.8,187097,SSD,512
Asus,GL553VE-FY082T (i7-7700HQ/8GB/1TB,Gaming,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.5,115431,SSD +  1TB HDD,128
Acer,Aspire 3,Notebook,15.6,1366x768,Intel,4,Intel HD,Linux,2.1,33489,HDD,1000
MSI,GE72MVR 7RG,Gaming,17.3,1920x1080,Intel,16,Nvidia GeForce,Windows 10,2.9,220369,SSD +  1TB HDD,512
Asus,X542UQ-GO005 (i5-7200U/8GB/1TB/GeForce,Notebook,15.6,1366x768,Intel,8,Nvidia GeForce,Linux,2.3,47723,HDD,1000
Others,Others,Notebook,14.0,1920x1080,Intel,8,Intel HD,Others,1.43,134046,SSD,256
Dell,Inspiron 5567,Notebook,15.6,1920x1080,Intel,8,AMD Radeon,Linux,2.33,71072,SSD,256
Dell,Vostro 5568,Notebook,15.6,1920x1080,Intel,4,Nvidia GeForce,Windows 10,2.18,83266,SSD +  1TB HDD,128
Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel,8,AMD Radeon,Windows 10,2.5,71540,HDD,1000
Dell,Latitude 3580,Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,1.95,66603,HDD,500
Asus,Rog G752VT-GC073T,Gaming,17.3,1920x1080,Intel,16,Nvidia GeForce,Windows 10,4.0,173375,SSD +  1TB HDD,128
Acer,Extensa EX2540-58KR,Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,2.4,51009,HDD,500
HP,17-BS092ND (i3-6006U/8GB/256GB/W10),Notebook,17.3,1600x900,Intel,8,Intel HD,Windows 10,2.5,58391,SSD,256
Lenovo,ThinkPad P51s,Workstation,15.6,1920x1080,Intel,16,Nvidia Quadro,Windows 7,2.18,169269,SSD,512
Asus,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,Linux,2.3,54476,HDD,1000
Others,Others,Notebook,15.6,1366x768,Intel,4,Intel HD,Others,2.2,33671,HDD,500
HP,Spectre 13-V111dx,Ultrabook,13.3,1920x1080,Intel,8,Intel HD,Windows 10,1.11,123096,SSD,256
HP,ProBook 450,Notebook,15.6,1920x1080,Intel,4,Intel HD,Windows 10,2.04,76559,SSD,256
Lenovo,V330-15IKB (i5-8250U/8GB/256GB/FHD/W10),Notebook,15.6,1920x1080,Intel,8,Intel UHD,Windows 10,2.05,67434,SSD,256
MSI,GT80S 6QE,Gaming,17.3,1920x1080,Intel,16,Nvidia GeForce,Windows 10,4.5,214346,SSD +  1TB HDD,128
Apple,MacBook Air,Ultrabook,13.3,1440x900,Intel,8,Intel HD,Mac OS X,1.35,100284,Flash Storage,128
MSI,GV62M 7RD,Gaming,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.2,91058,SSD,256
Others,Others,Notebook,15.6,1920x1080,Intel,4,Intel HD,Others,2.04,76559,SSD,256
Others,Others,Notebook,15.6,1920x1080,Intel,12,Intel HD,Others,2.15,60134,HDD,1000
HP,Probook 440,Notebook,14.0,1920x1080,Intel,8,Intel UHD,Windows 10,1.63,90155,SSD,256
Dell,XPS 13,Ultrabook,13.3,1920x1080,Intel,8,Intel HD,Windows 10,1.29,82034,SSD,128
Acer,Aspire 7,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,Linux,2.4,71084,HDD,1000
HP,EliteBook 820,Ultrabook,12.5,1920x1080,Intel,8,Intel HD,Windows 7,1.26,209597,SSD,256
HP,Zbook 15,Workstation,15.6,1920x1080,Intel,8,Nvidia Quadro,Windows 10,2.6,158617,SSD,256
Toshiba,Portege A30-C-1CZ,Notebook,13.3,1366x768,Intel,8,Intel HD,Windows 10,1.5,110412,SSD,256
Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel,2,Intel HD,Windows 10,2.2,34584,HDD,500
Dell,Inspiron 5767,Notebook,17.3,1920x1080,Intel,8,AMD Radeon,Linux,2.83,78931,HDD,1000
Dell,Inspiron 3576,Notebook,15.6,1920x1080,Intel,8,AMD Radeon,Windows 10,2.13,70062,SSD,256
Lenovo,IdeaPad 510s-14IKB,Notebook,14.0,1920x1080,Intel,8,AMD Radeon,No OS,1.5,72909,SSD,512
Others,Others,Notebook,15.6,1920x1080,Intel,8,Intel HD,Others,1.9,101925,SSD,256
Others,Others,Notebook,15.6,1920x1080,Intel,4,AMD Radeon,Others,2.1,45534,SSD +  1TB HDD,128
Asus,X541NA (N4200/4GB/1TB/W10),Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,2.0,40971,HDD,1000
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel,8,Nvidia GeForce,No OS,2.8,53746,HDD,1000
Toshiba,Portege X30-D-10K,Ultrabook,13.3,1920x1080,Intel,16,Intel HD,Windows 10,1.05,203122,SSD,512
Asus,X540UA-DM186 (i3-6006U/4GB/1TB/FHD/Linux),Notebook,15.6,1920x1080,Intel,4,Intel HD,Linux,2.0,35496,HDD,1000
Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,2.2,33671,HDD,500
Lenovo,ThinkPad E580,Notebook,15.6,1920x1080,Intel,8,AMD Radeon,Windows 10,2.1,112197,SSD,256
Others,Others,2 in 1 Convertible,13.9,1920x1080,Intel,8,Intel UHD,Others,1.4,145909,SSD,256
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,1920x1080,Intel,16,Nvidia GeForce,Windows 10,3.31,119081,SSD,512
Lenovo,Yoga 500-14ISK,2 in 1 Convertible,14.0,1920x1080,Intel,4,Intel HD,Windows 10,1.8,58218,SSD,128
Others,Others,Notebook,15.6,1920x1080,Intel,16,Nvidia GeForce,Others,2.4,180219,SSD,256
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,1920x1080,Intel,4,Intel HD,Windows 10,1.8,77289,SSD,256
Others,Others,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,Others,2.6,82034,HDD,1000
Lenovo,V310-15IKB (i5-7200U/8GB/1TB,Notebook,15.6,1920x1080,Intel,8,AMD R17M-M1-70,Windows 10,1.9,74186,SSD +  1TB HDD,128
Acer,Aspire A315-51,Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,2.1,40971,SSD,128
Dell,Inspiron 7560,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.0,110139,SSD +  1TB HDD,128
Acer,Aspire A515-51G-59QF,Notebook,15.6,1920x1080,Intel,4,Nvidia GeForce,Windows 10,2.2,55936,HDD,1000
HP,ZBook 17,Workstation,17.3,1600x900,Intel,8,Nvidia Quadro,Windows 10,3.14,169815,HDD,500
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel,4,AMD Radeon,Windows 10,2.18,62505,HDD,1000
Others,Others,Ultrabook,12.5,1920x1080,Intel,8,Intel HD,Others,1.36,134338,SSD,256
Asus,VivoBook S14,Notebook,14.0,1366x768,Intel,4,Intel HD,Windows 10,1.3,46446,SSD,128
Others,Others,Notebook,15.6,1366x768,Intel,8,AMD Radeon,Others,2.36,68346,HDD,1000
Lenovo,Legion Y720-15IKB,Gaming,15.6,1920x1080,Intel,16,Nvidia GeForce,Windows 10,3.2,159596,SSD +  1TB HDD,512
Dell,XPS 15,Notebook,15.6,3840x2160,Intel,16,Nvidia GeForce,Windows 10,2.06,218909,SSD,1000
Lenovo,Thinkpad P71,Notebook,17.3,1920x1080,Intel,8,Nvidia Quadro,Windows 10,3.4,273659,SSD,256
HP,ENVY -,Notebook,13.3,1920x1080,Intel,8,Intel HD,Windows 10,1.34,108496,SSD,256
Acer,Aspire A515-51G-32MX,Notebook,15.6,1920x1080,Intel,4,Nvidia GeForce,Windows 10,2.2,48362,HDD,1000
Asus,ZenBook UX310UA-FB485T,Notebook,13.3,3200x1800,Intel,8,Intel HD,Windows 10,1.4,104938,SSD,256
Others,Others,Ultrabook,12.5,3840x2160,Intel,8,Intel HD,Others,0.97,183778,SSD,512
Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel,8,AMD Radeon,Windows 10,2.2,65609,SSD +  1TB HDD,128
Asus,K756UX-T4340T (i5-7200U/8GB/500GB,Notebook,17.3,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.69,81304,SSD +  500GB HDD,256
Dell,Alienware 17,Gaming,17.3,1920x1080,Intel,16,Nvidia GeForce,Windows 10,4.36,228583,SSD +  1TB HDD,128
Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel,8,AMD Radeon,Windows 10,2.36,68346,HDD,1000
HP,ProBook 470,Notebook,17.3,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.5,81760,HDD,1000
Lenovo,V330-15IKB (i3-7130U/4GB/128GB/FHD/W10),Notebook,15.6,1920x1080,Intel,4,Intel HD,Windows 10,2.05,57488,SSD,128
Acer,Aspire E5-576G,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.2,75920,SSD,256
Lenovo,IdeaPad 510-15IKB,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,No OS,2.2,64696,HDD,1000
HP,Omen 15-AX205na,Gaming,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.2,100284,SSD +  1TB HDD,128
HP,17-ak001nv (A6-9220/4GB/500GB/Radeon,Notebook,17.3,1920x1080,AMD,4,AMD Radeon,Windows 10,2.71,40059,HDD,500
Lenovo,ThinkPad T460,Ultrabook,14.0,1920x1080,Intel,8,Intel HD,Windows 7,1.7,136784,SSD,256
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel,4,AMD Radeon,Linux,2.25,42488,HDD,1000
Lenovo,ThinkPad T470s,Ultrabook,14.0,1920x1080,Intel,8,Intel HD,Windows 10,1.32,164159,SSD,256
Toshiba,Tecra Z50-D-10E,Notebook,15.6,1920x1080,Intel,8,Intel HD,Windows 10,2.0,114792,SSD,256
Asus,Rog GL502VS,Gaming,15.6,1920x1080,Intel,16,Nvidia GeForce,Windows 10,2.34,212156,SSD +  1TB HDD,256
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,3200x1800,Intel,16,Intel HD,Windows 10,1.3,136784,SSD,512
Dell,XPS 13,Ultrabook,13.3,3200x1800,Intel,8,Intel HD,Windows 10,1.3,115705,SSD,256
Asus,VivoBook Max,Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,2.0,39694,HDD,1000
Dell,Inspiron 7567,Gaming,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.62,82034,Hybrid,1000
Acer,Chromebook C738T-C2EJ,2 in 1 Convertible,11.6,1366x768,Intel,4,Intel HD,Chrome OS,1.25,35496,Flash Storage,32
Toshiba,Portege Z30-C-16L,Ultrabook,13.3,1920x1080,Intel,8,Intel HD,Windows 10,1.2,124374,SSD,256
HP,ProBook 640,Notebook,14.0,1366x768,Intel,4,Intel HD,Windows 10,1.95,96725,HDD,500
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,1366x768,AMD,8,AMD Radeon,Windows 10,2.2,39146,HDD,1000
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,1920x1080,Intel,16,Nvidia GeForce,Windows 10,2.6,93896,SSD +  1TB HDD,128
Others,Others,Notebook,15.6,1920x1080,Intel,16,Nvidia GeForce,Others,2.5,155034,SSD +  1TB HDD,128
Asus,K556UR-DM621T (i7-7500U/8GB/256GB/GeForce,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.3,71814,SSD,256
Lenovo,Thinkpad T460,Notebook,14.0,1920x1080,Intel,8,Intel HD,Windows 10,1.7,108222,SSD,256
HP,Probook 440,Notebook,14.0,1366x768,Intel,4,Intel UHD,Windows 10,1.63,65882,HDD,500
Dell,Inspiron 3567,Notebook,15.6,1920x1080,Intel,4,AMD Radeon,Windows 10,2.3,58309,SSD,256
Lenovo,IdeaPad 320-15IKB,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,No OS,2.2,60135,HDD,1000
Toshiba,Portégé Z30-C-16K,Ultrabook,13.3,1920x1080,Intel,8,Intel HD,Windows 10,1.2,145088,SSD,256
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel,6,Intel HD,Windows 10,2.3,40059,HDD,1000
Toshiba,Tecra A40-C-1DF,Notebook,14.0,1920x1080,Intel,8,Intel HD,Windows 10,1.95,107675,SSD,256
Lenovo,V330-15IKB (i5-8250U/4GB/256GB/FHD/W10),Notebook,15.6,1920x1080,Intel,4,Intel UHD,Windows 10,1.8,75646,SSD,256
Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,2 in 1 Convertible,15.6,1920x1080,Intel,12,Nvidia GeForce,Windows 10,2.3,76559,HDD,2000
Lenovo,IdeaPad 110-17ACL,Notebook,17.3,1600x900,AMD,4,AMD Radeon,Windows 10,2.8,34584,HDD,500
Dell,Latitude 5580,Notebook,15.6,1920x1080,Intel,8,Intel HD,Windows 10,1.9,85319,HDD,500
Asus,VivoBook Max,Notebook,15.6,1920x1080,Intel,4,Nvidia GeForce,Linux,2.1,47359,HDD,1000
HP,17-bs000nv I3,Notebook,17.3,1920x1080,Intel,4,AMD Radeon,Windows 10,2.5,63784,SSD,256
Others,Others,Notebook,15.6,1920x1080,Intel,8,Intel HD,Others,1.9,85319,HDD,500
HP,EliteBook 850,Ultrabook,15.6,1920x1080,Intel,8,Intel HD,Windows 10,1.84,126746,SSD,512
Dell,Alienware 15,Gaming,15.6,1920x1080,Intel,16,Nvidia GeForce,Windows 10,3.49,256755,SSD +  1TB HDD,256
Dell,Precision 3520,Workstation,15.6,1920x1080,Intel,8,Nvidia Quadro,Windows 10,2.23,162242,HDD,1000
Lenovo,IdeaPad 320-15AST,Notebook,15.6,1366x768,AMD,4,AMD Radeon,Windows 10,2.2,31846,SSD,128
HP,Zbook 17,Workstation,17.3,1920x1080,Intel,16,Nvidia Quadro,Windows 7,3.0,400496,SSD,256
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,2.18,49914,SSD,128
Others,Others,Gaming,15.6,1920x1080,Intel,16,Nvidia GeForce,Others,3.21,253185,SSD +  1TB HDD,256
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1920x1080,Intel,4,Intel HD,Windows 10,2.2,37321,HDD,500
Dell,XPS 15,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.0,166075,SSD,256
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel,6,Intel HD,Windows 10,2.3,41884,HDD,1000
Acer,Swift 3,Ultrabook,14.0,1920x1080,Intel,8,Intel Graphics,Windows 10,1.8,83859,SSD,256
HP,Envy 13-AD007nv,Notebook,13.3,1920x1080,Intel,4,Intel HD,Windows 10,1.32,63784,SSD,256
MSI,GP72M 7REX,Gaming,17.3,1920x1080,Intel,16,Nvidia GeForce,Windows 10,2.7,136218,SSD +  1TB HDD,256
HP,ProBook 450,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.04,92983,SSD,256
MSI,GE63VR 7RE,Gaming,15.6,1920x1080,Intel,16,Nvidia GeForce,Windows 10,2.4,164159,SSD +  1TB HDD,256
Lenovo,ThinkPad P40,2 in 1 Convertible,14.0,1920x1080,Intel,8,Nvidia Quadro,Windows 7,1.8,187097,SSD,512
Samsung,Notebook 9,Ultrabook,13.3,1920x1080,Intel,8,Intel HD,Windows 10,0.81,136784,SSD,256
Huawei,MateBook X,Ultrabook,13.0,2160x1440,Intel,8,Intel HD,Windows 10,1.05,136784,SSD,512
Dell,Inspiron 3567,Notebook,15.6,1920x1080,Intel,4,AMD Radeon,Windows 10,2.2,40971,HDD,1000
Asus,VivoBook Flip,2 in 1 Convertible,11.6,1366x768,Intel,2,Intel HD,Windows 10,1.1,25094,Flash Storage,32
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1920x1080,Intel,4,Nvidia GeForce,No OS,2.2,45534,HDD,1000
MSI,GE72VR Apache,Gaming,17.3,1920x1080,Intel,16,Nvidia GeForce,Windows 10,2.7,145818,SSD +  1TB HDD,256
Dell,Latitude 3380,Notebook,13.3,1366x768,Intel,4,Intel HD,Windows 10,1.65,62871,SSD,128
HP,Probook 470,Notebook,17.3,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.63,98550,SSD,256
HP,250 G6,Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,1.86,44593,HDD,1000
